code,lat,lon,elev_m
1211,38.9662,41.0504,1383
1212,39.4337,40.5477,1523
1411,40.6846,31.6175,720
1412,40.4562,31.2094,893
1507,37.4942,30.1336,1119
1508,37.0363,29.8214,1412
1629,40.4254,29.1666,2
1633,40.2147,28.3632,59
1716,39.5997,26.4076,256
1717,40.1818,26.3578,11
1714,40.1129,26.4221,128
1715,40.3632,26.6923,24
ADVT,40.4332,29.7383,193
AFSR,39.4468,33.0707,1055
AGRB,39.5755,42.992,1820
AKDM,38.3285,42.98,1662
AKS,38.8785,27.8129,385
ALAN,36.557,32.0327,215
ANTB,36.8998,30.6538,20
ARMT,40.5683,28.866,320
ARPR,39.0929,38.3356,1522
AYDB,37.9467,27.8908,1246
BALB,39.64,27.88,120
BASM,37.9194,30.035,1012
BAYT,40.3937,40.141,1680
BBRN,36.6797,28.0587,194
BCA,41.445,41.6223,500
BCK,37.461,30.5877,859
BGKT,41.181,28.773,80
BLCB,38.3853,27.042,150
BNGB,38.9913,40.6792,1180
BNN,38.8522,35.8472,1380
BODT,37.0622,27.3103,379
BOZY,36.1069,32.9763,9
BZK,41.96,34.0035,158
CAND,38.9542,26.8031,157
CANT,40.6062,33.6197,815
CAVI,40.2018,29.8377,670
CESE,38.3306,26.2997,95
CEYT,37.0107,35.7478,100
CHAY,41.0918,40.7253,60
CHBY,38.5823,32.8902,1086
CHOM,41.097,40.7612,422
CLDR,39.144,43.9172,2094
CMRD,37.6623,34.9902,1427
CORM,40.1785,34.6302,1292
CRLT,41.129,27.736,230
CTKS,41.2373,28.5072,47
CTYL,41.476,28.2897,77
CUKT,37.2473,43.6077,1298
CUND,39.336,26.6663,10
DALY,36.8162,28.6532,100
DARE,38.5712,37.4832,1080
DATC,36.7584,27.6602,94
DEMR,36.2365,29.9056,168
DENT,37.7539,29.0331,621
DIDI,37.3767,27.2398,75
DIKM,41.6497,35.2578,261
DKL,39.0713,26.9053,35
DORT,36.826,36.1968,27
DST,39.6041,28.6267,693
DYBB,37.9532,40.1393,657
EDC,40.3465,27.8618,257
EDRB,41.847,26.7437,209
ELL,36.7483,29.9085,1230
ENEZ,40.7362,26.153,100
ENZZ,40.607,26.1406,11
ERCV,39.0198,43.3381,1679
ERIK,40.6708,26.5132,38
ERZN,39.5867,39.722,1317
ESKT,39.5212,30.8492,1295
ESPY,40.9167,38.7273,430
EZN,39.8255,26.3247,48
FETI,36.6903,29.0968,11
FETY,36.6353,29.0835,200
FOCM,38.7131,26.7309,34
GAZ,37.1722,37.2097,992
GEDZ,39.0445,29.4105,883
GELI,40.398,26.4742,126
GEMT,40.435,29.189,220
GLHS,37.156,29.4983,1100
GMLD,38.0764,26.8747,10
GOMA,38.7077,27.9175,110
GONE,40.0466,27.686,143
GPA,40.285,30.3167,570
GPNR,39.4552,26.1329,570
GRDE,40.7995,32.2116,5
GULA,38.3444,34.236,1126
GULT,40.432,30.5156,942
GUMT,40.4675,39.478,1326
GURO,38.5509,42.0322,1388
HDMB,36.964,32.486,1946
HOPA,41.3867,41.4458,100
HRTX,40.801,29.673,573
IKL,36.2367,33.6845,126
ILIC,39.4518,38.5675,1295
ISK,41.0657,29.0592,132
IZI,40.3368,29.4728,910
KAMT,39.3692,33.7124,1120
KARA,37.2607,35.0547,366
KARO,39.3089,41.0493,1820
KARS,40.6152,43.0937,1747
KAVV,41.0638,29.06,139
KCTX,40.2627,28.3353,445
KDZE,41.3132,31.443,410
KEMT,36.6037,30.5559,10
KHL,38.3232,29.5286,1003
KHMN,37.3916,37.1574,640
KIYI,41.4844,28.3,23
KIZT,38.8808,31.7163,1222
KLYT,41.253,29.042,30
KMRS,37.5053,36.9,590
KONT,37.9453,32.3605,1100
KOPR,39.9917,41.8535,1675
KOZT,37.4805,35.8268,381
KRBG,40.3932,27.2977,79
KRBN,38.5936,26.5537,135
KRTD,36.5934,35.4157,47
KRTS,36.573,35.375,53
KTUT,40.987,39.7667,171
KULA,38.5145,28.6607,915
KULU,39.0343,33.0023,1120
KURC,41.8456,32.743,143
KUSD,37.86,27.2815,323
KVT,41.0807,36.0463,649
LADK,38.2,32.3648,1168
LAP,40.3703,26.7593,230
LOD,39.8893,32.764,902
MALT,38.3134,38.4273,1112
MASR,41.7596,32.4658,325
MAZI,37.4593,40.4465,1204
MDNY,40.371,28.8847,116
MDUB,40.4712,31.1977,1109
MERS,36.8678,34.522,750
MLAZ,39.141,42.5496,1581
MLSB,37.2953,27.7767,500
MNVG,36.7935,31.4161,24
MRMT,40.609,27.5832,213
MRSB,36.7161,28.1969,402
NIG,38.108,34.6142,2270
ORLT,40.0452,28.8914,650
OSMT,40.601,29.7,798
PHSR,41.6308,27.5238,263
PRSB,41.1044,37.7753,100
PTK,38.8923,39.3923,1835
RKY,40.6875,27.1777,687
RSDY,40.3972,37.3273,550
SAFT,41.2398,32.6872,406
SARI,38.4072,36.4182,1673
SAUV,40.7402,30.3272,170
SENK,40.5615,42.3507,1939
SERE,38.9463,33.564,1216
SHAP,39.0231,29.222,1050
SHUT,38.553,30.551,1215
SILT,41.153,29.643,100
SIMA,39.0833,28.9825,984
SINP,41.9817,35.0966,100
SIRT,37.501,42.4392,1038
SLFK,36.3926,33.9465,54
SLVT,41.23,28.21,180
SMAA,39.1005,28.9805,804
SPNC,40.686,30.3083,190
SULT,38.1988,33.5157,982
SVAN,38.1512,41.1985,650
SVRC,38.3775,39.306,1680
SVRH,39.447,31.523,1000
SVSK,39.9175,36.9925,1630
TAHT,36.3755,36.1855,278
TASB,39.9839,44.2384,849
TKR,40.9902,27.5357,140
TOKT,40.3173,36.5445,726
TOS,41.0362,34.0225,1046
TVSB,39.4497,29.4615,1090
UKOP,41.1288,26.6322,66
URFA,37.441,38.8213,938
VANB,38.509,43.4058,1227
VRTB,39.1603,41.4558,1498
YAYX,38.9387,33.8115,1142
YEDI,39.4377,40.5443,1557
YER,37.1362,28.2858,729
YESY,37.7825,33.7432,1206
YKAV,37.1246,27.2801,115
YLV,40.5658,29.3708,879
YOZ,39.6376,35.3152,1422
YUNK,38.806,31.7626,5
YUVA,40.391,31.6872,1164
TRML,40.6094,29.1735,150
SFRN,40.6061,29.2418,110
ESNK,40.6276,28.9751,198
YGTL,40.1761,29.0234,591
1807,40.8435,33.2585,1144
1806,40.601,33.6019,794
1907,40.1745,34.8577,925
1906,40.5211,35.2998,792
1908,40.157,34.3825,762
2017,37.4335,29.3502,906
2018,37.233,28.8948,705
2016,37.8044,29.24,368
2019,37.442,28.8438,1055
2020,37.5711,29.0694,958
2105,38.3581,40.0713,873
2104,38.2644,39.759,919
2106,38.4616,40.647,1006
2103,37.9441,40.3127,730
8110,41.09,31.1428,8
2203,40.8681,26.6319,55
2204,41.2932,26.6899,51
2516,39.6153,40.9756,1919
2517,40.5502,41.9951,1313
2705,37.0118,36.6206,574
2706,37.1843,36.7328,538
3125,36.2381,36.1326,156
3126,36.2202,36.1375,123
3136,36.1159,36.2472,269
3135,36.4089,35.8831,3
3131,36.1912,36.1633,203
3134,36.8276,36.2049,29
3128,36.2056,36.1471,104
3127,36.21,36.1353,121
3124,36.2387,36.1722,84
3139,36.5838,36.4144,109
3130,36.1792,36.145,86
3138,36.8026,36.5112,459
3137,36.6929,36.4885,260
3123,36.2142,36.1597,85
3142,36.498,36.3661,139
3132,36.2067,36.1716,104
3133,36.2432,36.5736,170
3140,36.0816,35.9498,3
3141,36.3726,36.2197,111
3129,36.1912,36.1343,106
3122,36.0343,36.107,1225
3419,41.061,29.358,66
3420,41.0589,29.3563,28
3413,41.0943,28.9482,70
3415,41.0273,28.7585,67
3417,40.9547,29.2563,224
3416,40.9747,28.8364,30
4624,37.5361,36.9177,466
4617,37.5855,36.8303,544
4623,37.5692,36.934,523
4618,37.6001,36.8723,831
4622,37.5843,36.9776,635
4625,37.5387,36.9819,549
4621,37.5935,36.9291,655
4626,37.5753,36.9151,572
4619,37.587,36.8662,633
4620,37.5857,36.8985,698
7802,40.9563,32.5322,709
7103,39.9403,34.0327,684
3903,41.8815,27.9853,16
3902,41.3571,27.3248,47
4002,39.3652,33.7126,1112
4129,40.7175,30.1122,40
4130,40.7545,29.3879,22
4128,40.7249,30.0244,47
4208,37.678,31.7466,1143
4206,37.5251,34.0484,1032
4207,37.4268,31.8489,1148
4311,38.8524,29.9812,1237
4309,39.0928,28.9785,828
4310,39.5384,29.4939,833
4815,36.6886,28.046,10
4816,36.7718,28.7986,20
4817,37.2401,27.6031,10
4818,37.444,28.3575,897
4822,37.4417,27.646,128
4823,37.4418,27.644,129
4819,37.0313,27.9712,10
4814,37.3991,27.6567,63
4820,36.6485,29.3543,139
4821,37.1055,28.4139,615
8002,37.1916,36.562,593
5406,40.6703,30.6225,52
5404,40.5191,30.2932,82
5405,40.7961,30.7352,173
5403,40.6908,30.27,45
5504,40.9723,35.6692,680
7302,37.3315,42.2104,407
5810,39.3704,38.1179,1037
5809,39.2308,37.3824,1546
5811,39.3616,36.4129,1238
5808,39.8662,36.5932,1381
5909,41.2898,27.9831,163
5908,40.9821,27.5479,64
5910,40.9811,27.4861,49
6008,40.3743,36.8938,881
6202,39.486,39.8998,1525
6402,38.4076,28.9766,822
7712,40.6929,29.5088,4
7711,40.6594,29.3271,12
7708,40.6576,29.2473,2
7710,40.59,29.2668,219
7709,40.5593,29.3259,432
AKPI,39.5039,33.9967,1066
MAYA,38.3253,38.4253,1067
AKCA,37.7942,37.6882,1067.5
HANM,37.5799,38.8805,599
RHAN,36.2594,36.6022,260
NZIP,37.0432,37.6747,925
KURO,38.734,30.9336,1198
BOZK,40.5906,42.9763,1892
CNKL,40.0662,26.3872,109
DNIZ,37.6256,29.0384,1005
KARB,38.6635,26.412,207
IZZE,36.4368,29.2256,305
BAND,40.3553,28.0992,291
BKES,39.733,27.9293,324
AHAN,41.1639,42.6244,1844
AZEY,37.8105,38.2491,815
NARI,37.884,38.7612,868
IZDR,40.7858,40.5616,793
MCUR,39.1616,34.5283,1195
SUSU,40.3396,30.8438,929
HISA,40.466,29.9217,885
SEMS,40.871,29.7391,350
IZMR,38.1367,27.9522,168
SEYI,41.6357,33.7416,1056
DERS,40.8516,32.5506,1182
BOLU,40.7792,31.6766,907
KHMR,37.3439,36.908,525
KONA,39.7792,41.228,3093
ETEKE,39.7944,41.1379,2137
DORK,39.3872,42.7802,1714
DOMA,39.7859,29.6952,1041
EMET,39.3755,29.3205,1096
GOLE,40.8363,42.5975,2031
BNAZ,38.679,29.8795,1206
INCE,37.7091,29.5753,1026
KNIK,36.8454,29.573,1188
SABU,36.8233,28.9686,476
UCKU,38.6357,31.4253,1141
YAZI,36.6813,27.4531,207
KIRA,38.1966,28.4005,1089
ESEN,37.7981,28.3484,92
YOZG,39.7802,34.7959,1370
SUNG,40.189,34.2462,772
CBEY,38.6899,32.7823,1037
BSIR,38.2691,34.2905,1240
YENC,40.6813,33.8437,999
KESK,39.6347,33.581,1015
HASA,36.7502,36.4871,480
IZMD,38.9842,26.9281,1021
BLKS,39.8745,27.9684,437
DNZT,37.2787,29.0248,1021
AFYN,38.2714,30.5027,1233
EKONA,39.7792,41.2279,3092
BZGM,40.1728,26.9865,180
KLCM,40.633,29.398,170
SNLM,41.228,28.209,173
0703,36.3022,30.148,1
3106,36.5923,36.1583,2
5901,40.9582,27.4966,2
7705,40.6587,29.2796,3
1706,40.4042,27.3061,6
4133,40.7065,29.6936,6
6703,41.29,31.4092,9
1638,40.3612,29.0333,10
3107,36.5821,36.1849,10
5301,41.0397,40.5012,10
1637,40.4763,29.0946,11
1702,40.1525,26.4191,13
3504,38.6624,26.7586,13
2801,40.9066,38.3612,15
3501,38.4594,27.1669,15
5903,40.973,27.9503,15
4804,36.9697,28.6868,17
4805,36.8394,28.2448,19
0718,36.2678,32.317,21
1024,40.0475,27.974,25
4802,37.033,27.44,25
3404,41.0732,28.2557,30
5505,41.2039,36.7287,30
0922,37.8537,27.7082,34
3502,38.4551,27.2267,35
0105,37.0267,35.8162,36
1705,40.4233,26.6672,40
3403,41.0265,28.7587,55
5407,40.7029,30.358,57
0921,37.8747,27.5922,66
4132,40.8305,29.3813,67
0909,37.8841,28.1506,74
1606,40.363,29.1221,74
4101,40.7665,29.9172,77
1719,40.0293,27.05,80
0904,37.8572,28.0503,81
0908,37.9133,28.3431,82
1718,39.8133,26.5862,89
5408,40.4543,30.0487,89
1007,40.3414,27.9423,90
3539,38.1023,27.7211,90
1601,40.2257,29.0752,91
1612,40.4416,29.7169,92
0907,37.9115,28.4654,93
6702,41.2248,31.9667,94
5409,40.5059,30.1561,95
0121,37.4336,35.8208,103
4509,38.7075,27.9199,103
3421,40.8902,29.1836,105
3422,40.8902,29.1836,105
3423,40.8902,29.1836,105
1723,40.0662,26.3872,109
1104,40.3574,30.0183,113
1023,39.6825,28.1666,117
1636,40.2171,29.1946,118
7713,40.5905,29.2092,122
3402,41.0634,29.0622,127
3401,41.0582,29.0095,130
1615,40.4224,29.2907,132
1605,40.2734,29.0959,143
0635,40.2126,32.2445,144
1721,39.5435,26.1905,147
2007,37.9325,28.9229,157
1720,39.5288,26.1206,160
3538,38.3187,27.1234,168
3540,38.1367,27.9522,168
1635,40.4497,29.2587,169
1603,40.1824,29.1296,193
1604,40.1831,29.1273,193
1608,40.4105,29.1793,194
4511,38.24,28.6912,208
2021,38.1142,29.0346,210
2022,38.1152,29.0345,210
2617,40.0275,30.5724,211
0903,37.9739,28.746,212
1617,40.4941,29.2993,218
1641,40.2769,29.6525,235
0128,37.2503,35.0628,236
1021,39.7474,27.5762,248
1639,40.3776,29.5418,250
1012,40.3465,27.8618,257
1001,39.65,27.8569,262
1022,39.5817,27.4936,262
2023,38.1154,29.0349,269
3703,41.2456,33.3284,282
5703,41.4648,34.7832,288
8111,40.9614,31.4487,330
4131,40.8205,29.9219,366
0502,40.6683,35.8528,419
1902,40.9763,34.8002,422
2001,37.7622,29.0922,427
3143,36.8489,36.5571,430
1025,39.8745,27.9684,437
4512,38.7422,28.8652,440
1640,39.9112,28.9868,465
2707,36.9309,36.5738,487
4629,37.2874,36.7887,494
4632,37.256,36.7737,507
3144,36.7575,36.486,509
0512,40.8154,35.6631,519
4633,37.3439,36.908,525
2709,37.1285,36.6705,531
4630,37.3449,36.806,531
1103,40.2822,30.3083,538
2708,37.0993,36.6484,554
4603,37.58,36.9306,562
4602,37.5753,36.9151,572
0209,37.5776,38.4825,613
0127,37.8162,35.9204,614
5506,41.0782,36.0479,620
2003,38.0448,28.8336,621
1106,40.1769,30.5209,626
4627,37.3919,37.1574,650
1413,40.9386,32.0741,658
4510,38.5461,28.6431,665
1105,40.0231,30.179,667
1010,39.6041,28.6266,690
3145,36.6454,36.4064,695
3146,36.4908,36.227,698
0511,40.7857,35.0285,707
0634,40.1061,33.416,710
2107,38.1459,39.4838,714
0210,37.7863,38.2544,741
1404,40.3966,30.7831,744
2618,39.7668,30.9585,766
2605,39.723,30.533,770
0637,40.1674,31.9213,785
8004,37.3799,36.0976,819
1634,39.7763,28.8821,821
1406,40.4684,31.2099,831
0126,37.5455,35.3919,834
0626,39.9905,32.6953,836
2025,38.2957,29.7366,837
2024,38.0868,29.3954,844
0640,40.0972,33.4084,850
1503,37.46,30.5884,850
4513,39.1892,27.6171,862
4314,39.8063,29.6174,873
5203,40.677,37.3867,884
0609,39.3152,33.206,897
6403,38.7361,29.7568,921
3203,37.8215,30.874,926
0607,39.4634,33.2173,927
0614,39.464,33.217,927
1808,40.9248,33.6282,938
4302,39.4193,29.9972,938
4003,39.6025,34.4161,939
3204,38.118,31.0162,943
1501,37.722,30.294,957
4604,37.5701,36.3574,965
0606,39.2884,33.0964,978
0613,39.288,33.097,978
5812,40.088,38.3457,985
0638,39.5538,33.1225,987
0632,40.184,31.3627,989
0312,38.7189,31.0401,997
2303,38.6958,39.9319,1000
3205,37.9302,30.2961,1001
3704,41.5161,34.2108,1002
4313,39.196,29.62,1012
2415,39.461,38.5549,1018
2026,37.2787,29.0248,1021
3541,38.9842,26.9281,1021
4312,39.0578,30.1065,1028
0313,38.5935,31.0268,1036
0610,39.4526,33.7188,1051
1909,40.7253,34.4675,1080
2620,39.4472,31.5351,1081
0633,39.9214,33.2244,1099
0314,38.7442,30.2465,1117
0636,38.938,33.5401,1132
1205,38.8971,40.5032,1133
4605,38.2037,37.1977,1133
1801,40.8149,32.8834,1137
3805,38.1054,35.3578,1183
0639,40.4698,32.6506,1211
4403,38.0962,37.8873,1215
2520,40.4881,41.0088,1224
4628,38.2412,36.9228,1228
0315,38.2714,30.5027,1233
2412,39.592,39.6922,1238
3803,38.3949,35.4791,1271
2619,39.8585,31.4926,1277
7104,39.6731,33.6136,1291
0608,39.5561,33.1198,1294
0615,39.556,33.12,1294
2004,37.0741,29.3464,1297
2414,39.7951,39.4186,1301
0611,39.5485,33.1247,1303
5813,40.214,37.5402,1303
5814,40.0618,38.6036,1320
5202,40.8021,37.0151,1323
0612,39.5485,33.1247,1345
2519,40.8266,42.1326,1345
2803,40.2952,38.427,1359
1208,38.9677,41.0536,1382
2405,39.466,40.2347,1417
4631,37.9663,37.4277,1421
2406,39.7767,40.3839,1429
2904,40.1908,39.1185,1443
0129,38.2592,36.2109,1456
2802,40.332,38.7603,1461
4902,39.1439,42.5307,1519
2413,39.8077,40.0386,1522
3804,38.7227,36.3779,1524
5103,37.8323,34.9909,1536
2503,40.0415,42.1736,1545
2518,39.9072,41.2774,1571
2403,39.8993,38.7685,1587
0402,39.5493,44.0909,1593
2903,40.2084,39.6586,1594
1301,38.5031,42.281,1676
6509,38.5201,43.3596,1688
6502,38.9901,43.768,1712
6503,38.9901,43.763,1712
6504,38.9901,43.763,1712
3601,40.6028,43.0821,1763
6511,38.317,43.479,1800
6510,38.4145,43.2682,1850
7503,40.7912,42.6052,2022
0101,37.044,35.226,0
0102,37.0579,35.367,0
0103,36.9958,35.3706,0
0106,36.908,35.567,0
0107,37.033,35.633,0
0108,36.876,35.617,0
0109,37.178,35.689,0
0111,37.0185,35.2254,0
0112,36.8716,35.4763,0
0113,36.9555,35.6273,0
0114,37.1758,35.6929,0
0115,37.0812,35.4544,0
0116,37.1047,35.4626,0
0117,36.8384,35.2411,0
0203,37.7903,37.6606,0
0303,38.0715,30.162,0
0304,38.067,30.171,0
0305,38.0664,30.1597,0
0306,38.0534,30.1355,0
0307,38.076,30.178,0
1002,39.6392,27.8936,0
1004,39.6219,27.8877,0
1202,38.919,40.41,0
1203,38.858,40.577,0
1204,38.885,40.504,0
1207,39.34,40.28,0
1602,40.1941,29.0509,0
2006,37.825,29.668,0
2402,39.7515,39.4866,0
2502,39.906,41.256,0
2504,40.043,42.173,0
3102,36.213,36.159,0
3505,38.6681,26.7521,0
3507,38.3039,26.3726,0
4402,38.35,38.34,0
7502,41.1116,42.7013,0
7601,39.9264,44.0538,0
0901,37.8366,27.8381,46
0600,39.9081,32.753,850
0503,40.6668,35.8348,0
6002,40.3,36.57,0
EDAM,39.8954,41.2587,1925
BYAT,38.9469,30.9831,1164
CTIK,39.0298,31.639,935
MKCC,39.1312,40.2246,1681
MAYK,38.7341,40.3625,1140
MKEM,39.7576,39.0536,1573
MTER,39.7569,40.3458,1543.4
MARP,38.8411,38.5109,1100
MDIV,39.3212,38.0448,1219
MBOZ,40.056,38.6529,1479
MIMR,39.8613,38.1738,1687
MCKZ,39.1189,38.9753,1514
MILC,39.5608,38.6396,1477
AYAZ,40.679,34.8574,1122
GOKD,40.0728,33.4753,902
IMRA,40.5639,28.5285,125
1656,40.5639,28.5285,125
SATE,41.013,29.2859,144
CATL,41.3407,28.3561,375
MADA,40.5892,27.554,112
MURA,41.1509,27.4858,107.5
GOKT,40.6617,26.6266,176
LAPS,40.2522,26.8386,450
MHAV,37.7737,37.9104,778.8
MYES,37.9729,38.4039,1115.2
MDUR,38.4319,39.4749,1303.4
MSAY,38.5903,39.2104,987.8
MTYK,37.0135,37.0627,781.2
BEYE,38.227,26.9271,336
DAGE,38.004,27.7508,654
MGUN,38.1669,38.8585,1507
MENG,37.7759,37.2636,1440
KKOY,38.2917,40.5086,963
DCES,38.2792,26.2336,25
DSLC,37.8457,27.3863,205
DEUN,38.369,27.2141,235
DDKL,39.2068,26.8233,116
DKRZ,38.1243,28.4265,735
AMAZ,37.0302,27.6752,297
ACFT,37.1351,27.8099,415
ACML,37.2338,28.008,809
ASRN,37.0762,28.1354,733
AFDL,37.2817,28.6091,732
AKVC,37.1003,28.6465,474
ACOR,36.9929,28.4643,109
ADGY,36.8382,28.1519,20
AEMC,36.7806,27.9228,116
TRC1,38.4636,35.3281,2102
TRC2,38.5425,35.5331,2202
TRC3,38.59,35.4669,2102
MTOP,38.0984,37.8538,1397
MKAM,38.3226,38.6819,1365
MGNB,38.286,38.2621,1065
MGND,37.4714,37.4205,1055
MIND,37.2643,36.6412,1105
SARY,41.1344,29.0272,130
BIRL,40.9755,28.8368,13
TMP1,36.3596,35.8362,95
TOPK,37.0608,36.135,77
OZDE,38.0178,27.1257,145
DKIZ,38.3135,27.3906,324
ARTU,37.3462,40.6336,1061
TASL,36.6346,28.099,245
TMAL,40.947,27.0037,127
TKOY,40.6752,27.1829,349
AVCA,41.8995,27.8502,231
EYUP,41.1173,28.9391,81.5
LALA,41.9186,26.6715,337
DOGU,39.6556,44.0437,1571
SAPH,38.892,29.1629,1047
SNCT,41.0131,29.2859,139
SNKY,40.5725,42.3394,1820
KOZL,38.175,41.5677,783
SCAK,39.0948,40.391,1627
RFAH,39.9379,38.756,1769
PURS,39.2313,28.2036,380
ARNA,41.347,28.6838,55
SIVE,37.803,39.5585,1155.8
VSEH,37.4967,39.8145,1100
ISIL,41.1489,29.5805,36.2
IDIL,37.2716,41.7949,927.8
DBAK,38.0643,39.99,742.9
SILP,37.2611,42.4771,616.9
ERUH,37.7815,42.1611,1366.7
BEYT,37.5738,43.1685,1680
MALZ,39.1521,42.4796,1529
GENC,38.6622,40.4993,1314.8
TERC,39.7867,40.446,1619.4
PBAS,38.6438,36.2575,1511.7
AHLT,38.7035,42.3278,1893.6
